Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
PT Indo Mandiri Sentosa,https://www.crunchbase.com/organization/pt-indo-mandiri-sentosa,"Industrial, Industrial Automation, Industrial Engineering","Tangerang, Jawa Barat, Indonesia","PT Indo Mandiri Sentosa offers services to the business in Automation, Control System and Engineering.","247,097",Active,2001-01-01,year,,,,,For Profit,https://indomandiri.com/,,,,,
Artajasa,https://www.crunchbase.com/organization/artajasa,"Banking, Consulting, Debit Cards, Mobile Payments, Software","Serpong, Jawa Barat, Indonesia",Artajasa provides electronic transactions solutions to optimize financial processes and enhance security for businesses.,"254,072",Active,2000-02-10,day,,,,,For Profit,https://www.artajasa.co.id/corporate,,,,,
Boga Group,https://www.crunchbase.com/organization/boga-group,,"Kedoya Selatan, Jakarta Raya, Indonesia",Boga Group operates 154 restaurants with more than 5.000 highly trained employees,"255,377",Active,2002-10-01,month,,,,,For Profit,https://www.boga.id/,,,,,
Kartuku,https://www.crunchbase.com/organization/kartuku,"Finance, Financial Services, Information Technology","Jakarta, Jakarta Raya, Indonesia","Kartuku is a third party processor and payment service provider delivering end-to-end, mission critical payment solutions in Indonesia.","257,838",Active,2001-01-01,year,2017-11-15,day,,,For Profit,http://www.kartuku.com/,"Kartuku is a premier Third Party Processor (TPP) and Payment Service Provider (PSP), delivering end-to-end, mission critical payment solutions in Indonesia. We build and operate payment systems that process electronic transactions securely, efficiently, and reliably. By working with us, our clients can rely on a trusted partner for all their electronic transaction processing requirements.",M&A,,USD,
PT. Adhi Kartiko Pratama,https://www.crunchbase.com/organization/pt-adhi-kartiko-pratama,Mining,"Kendari, Sulawesi Tenggara, Indonesia",PT. Adhi Kartiko Pratama is one of the major producers of nickel ore in the world.,"266,773",Active,2001-01-01,year,2023-12-19,day,,,For Profit,https://www.akp.co.id/,,M&A,,,
Kanmo Retail Group,https://www.crunchbase.com/organization/kanmo-retail-group,"Fashion, Financial Services, Real Estate, Retail","Jakarta Pusat, Jakarta Raya, Indonesia","The Group's has interests across Asia in industry, trading, real estate and financial markets.","270,006",Active,2004-01-01,year,,,,,For Profit,http://kanmoretail.com/,"Kanmo Retail Group (KRG) is part of the larger K.Aloomall Group established in Indonesia in the 1940s. The Group has interests across Asia in industry, trading, real estate, and financial markets. KRG was formed in 2005 as the retail subsidiary of the Group focusing on retail distribution in Indonesia and the Indian-sub-continent. Within 10 years of operations, KRG currently operates over 134 stores in Indonesia with a market leadership position in kids and baby segment serving tens of thousands of customers monthly. In 2011, the Group extended its retail portfolio to include brands in fashion and accessories category. Brands under the Group include Mothercare, Early Learning Centre, Gingersnaps, Justice, Pumpkin Patch, Nike Young Athletes, Karen Millen, Coast, COACH, T.M.Lewin, women’secret & Yo’Panino. KRG is on a steady growth trajectory and is continuously adding brands to its portfolio that have a market leadership position and fill a void within the Indonesian market. In addition to retail, KRG also distributes more than 70 brands across Indonesia in leading department stores and hypermarkets.",,,,
Nabati Group,https://www.crunchbase.com/organization/nabati-group,"Food and Beverage, Food Processing, Snack Food","Bandung, Jawa Barat, Indonesia","Nabati Group focuses on FMCG, particularly food and beverages, with products like AMO carbonated soft drinks.","277,898",Active,2002-01-01,year,,,,,For Profit,https://www.nabatigroup.com,"Nabati Group is a business entity with a primary focus on the fast-moving consumer goods (FMCG) sector, particularly in the food and beverage industry. The group comprises several units and business partners, including PT.Kaldu Sari Nabati Indonesia, Richeese Kuliner Indonesia, PT.Pinus Merah Abadi, and Nutribev. One of their notable products is AMO carbonated soft drinks, which have gained significant recognition in the carbonated soft drink segment. The group also shows a commitment to social responsibility, as evidenced by their distribution of assistance packages during the COVID-19 pandemic.",,,,
Star Energy,https://www.crunchbase.com/organization/star-energy-96f9,"Energy, Geothermal Energy, Industrial Engineering, Oil and Gas","Jakarta, Jakarta Raya, Indonesia",Star Energy specializes in the production and distribution of oil and gas for geothermal power generation.,"281,764",Active,2003-01-01,year,,,,,For Profit,https://www.starenergygeothermal.co.id,Star Energy specializes in the production and distribution of oil and gas for geothermal power generation.,,,,
Dattabot,https://www.crunchbase.com/organization/mediatrac,"Analytics, Big Data, Information Technology","Jakarta, Jakarta Raya, Indonesia",Dattabot is a big data analytics company focusing on data integration technology.,"284,277",Active,2003-02-01,month,,,,,For Profit,https://dattabot.io/,"Dattabot, previously known as Mediatrac, is an Indonesian Big Data Analytics company with a focus on data integration. Powered by the most advanced analytics technology and the most comprehensive data library in Indonesia, we have the capacity to unlock the hidden value in your data. Since 2010, Dattabot has been harnessing the power of Big Data technology to provide innovative solutions to clients from various industries including fast moving consumer goods (FMGC) companies, financial institutions, and government institutions.",,,USD,
PT. Computrade Technology International,https://www.crunchbase.com/organization/pt-computrade-technology-international,Information Technology,"Jakarta, Jakarta Raya, Indonesia",PT. Computrade Technology International (CTI) was established as IT Company who distributes world-leading brands of Information Technology.,"291,278",Active,2003-01-01,year,,,,,For Profit,http://computradetech.com/,"PT. Computrade Technology International (CTI) was established in 2003 as IT Company who distributes world-leading brands of Information Technology. On that time CTI positioned itself as an IT Infrastructure Solution Partner in the sense offocusing on project-based IT infrastructure and services through Business Partners Over the course of its development, CTI has formed a number of strategic alliances and recently CTI transformed itself into holding company with some subsidiaries as a consequence of market and competency growth. Currently CTI has six IT companies in several areas based on product and service differentiation. This entity level strategy was taken in order to reach bigger market coverage, improve excellence services, and to build technical competence",,,,
Sevima,https://www.crunchbase.com/organization/sevima,"EdTech, Education, Information Technology, SaaS, Software","Surabaya, Jawa Timur, Indonesia",Sevima is an information technology consulting and development company.,"298,452",Active,2004-01-01,year,,,,,For Profit,https://sevima.com,"PT Sentra Vidya Utama (SEVIMA) is a B2B SaaS education technology company, provides services for Higher Education Institution in Indonesia ranging from academic information system, learning management system, payment system, finance management, quality assurance as a complete end-to-end solution.",,,,
AdMedika,https://www.crunchbase.com/organization/admedika,"Apps, Health Care, Health Diagnostics, Personal Health","Jakarta, Jakarta Raya, Indonesia","AdMedika provides health claim management, provider management, and health digital services.","299,831",Active,2002-01-01,year,,,,,For Profit,https://www.admedika.co.id/,"Admedika has evolved from a company that supplied TPA services to a company that provides total health solution services and has further strengthened its position as a market leader to achieve stated missions through strategic decisions. health claim management services, provider management services, and health digital services are the three primary segments in the company's portfolio.",,,,
PT. Oneject,https://www.crunchbase.com/organization/pt-oneject,Medical Device,"Bogor, Jawa Barat, Indonesia","PT. Oneject is a medical device producer, specializing in Auto Disable Syringes.","300,680",Active,2004-01-01,year,,,,,For Profit,https://oneject.co.id/,"PT. Oneject Indonesia is a maker of Medical Devices, particularly Auto Disable Syringes. PT. Oneject Indonesia has helped to reduce the number of standard syringes made and distributed in Indonesia as a pioneer of AD syringes makers in providing safe injections. With a 90% market share, our product is the industry leader in AD syringes in Indonesia.",Private Equity,,USD,
Valbury Asia Group,https://www.crunchbase.com/organization/valbury-asia-group,Association,"Kuningan, Jakarta Raya, Indonesia",Valbury Asia Group is a brokerage company that provides guidance and assistance.,"308,497",Active,2001-01-01,year,,,,,For Profit,http://valbury.co.id,"Valbury Asia Group is a brokerage firm that gives direction and support in order to successfully trade in the futures market. They build long-term consumer relationships based on trust and dependability, providing information and tools needed by customers.",,,,
Rumahweb,https://www.crunchbase.com/organization/rumahweb-indonesia,"Cloud Computing, Cloud Infrastructure, Domain Registrar, Information Technology, Private Cloud, Web Hosting","Sleman, Yogyakarta, Indonesia","Rumahweb is a hosting firm that offers cloud computing, domain registration, and virtual private server services.","314,631",Active,2002-01-01,year,,,,,For Profit,https://www.rumahweb.com,,,,,
RED Comm Indonesia,https://www.crunchbase.com/organization/red-comm-indonesia,"Advertising, Marketing, Social Media","Jakarta, Jakarta Raya, Indonesia",RED Comm Indonesia is a marketing company located in Jakarta.,"315,107",Active,2001-01-01,day,,,,,For Profit,http://www.redcomm.co.id/,,,,,
Indosole,https://www.crunchbase.com/organization/indosole,"Fashion, Men's, Shoes, Women's","Bali, Jawa Barat, Indonesia",Indosole offers a diverse range of footwear made from toxic-free and environmentally sustainable production processes.,"324,717",Active,2004-01-01,year,,,,,For Profit,http://indosole.com/,"Indosole offers a diverse range of footwear made from toxic-free and environmentally sustainable production processes. Their products serve both men and women. Indosole was launched by Kyle Parsons and Kai Paul in 2004 and is based in Bali, Indonesia.",,,,
Bulog,https://www.crunchbase.com/organization/bulog,"Food and Beverage, Logistics, Supply Chain Management, Warehousing","Jakarta, Jakarta Raya, Indonesia","Bulog is a state-owned food logistics firm that offers services like logistics, warehousing, pest control, food commodity trading, and more.","327,633",Active,2003-01-21,day,,,,,For Profit,http://www.bulog.co.id/,,,,,
Biznet Networks,https://www.crunchbase.com/organization/biznet-networks,"Cloud Computing, Data Center, Education, Information Technology, ISP, Telecommunications","Jakarta, Jakarta Raya, Indonesia",Biznet is a business entity that focus on telecom & multimedia business.,"342,258",Active,2000-01-01,year,,,,,For Profit,http://www.biznetnetworks.com/,"Biznet is a business entity that focus on telecom & multimedia business.  Biznet has a commitment to build modern telecom & multimedia infrastructure to support Indonesian people, business and education Biznet will provide more advanced technology and services to Indonesian people to lower the digital gap with other developed countries.",,,,
Visionet Data Internasional,https://www.crunchbase.com/organization/visionet-data-internasional,"Information Services, Information Technology, Internet","Tangerang, Jawa Barat, Indonesia",Visionet Data Internasional is an information technology and services company located in Tangerang.,"342,806",Active,2004-01-01,day,,,,,For Profit,http://www.visionet.co.id/,,,,,
ICON+,https://www.crunchbase.com/organization/icon-c83b,"Information Technology, Telecommunications","Jakarta, Jakarta Raya, Indonesia",ICON+ provides information and communication technology solutions,"349,691",Active,2001-01-01,year,,,,,For Profit,https://iconpln.co.id,,,,,
Aming Coffee,https://www.crunchbase.com/organization/aming-coffee,"Coffee, Food and Beverage, Organic Food","Pontianak, Kalimantan Barat, Indonesia",Aming Coffee is a coffee and food and beverage company located in Kota Bogor.,"355,753",Active,2002-01-01,year,,,,,For Profit,http://amingcoffee.com/,,,,,
PT. ITPro Citra Indonesia,https://www.crunchbase.com/organization/pt-itpro-citra-indonesia,"Information Technology, Internet, IT Infrastructure, Security","Jakarta, Jakarta Raya, Indonesia",PT. ITPro Citra Indonesia provides IT security and system management solutions.,"357,737",Active,2000-01-01,year,,,,,For Profit,http://www.itpro.co.id,"PT. ITPro Citra Indonesia is a business IT consultancy. They provide security consulting, vulnerability management, web application security, WAN acceleration, log management, malware management, assessing, auditing, planning, and implementing IT security systems, consulting, designing, and deploying internet security policy. The customer contact through phone number, email, and application form.",,,,
PT Rekadaya Elektrika,https://www.crunchbase.com/organization/pt-rekadaya-elektrika,"Construction, Consulting, Electronics, Manufacturing","Jakarta Pusat, Jakarta Raya, Indonesia",PT Rekadaya Elektrika offers a wide range of electrical and electronics manufacturing services.,"365,481",Active,2003-01-01,year,,,,,For Profit,https://rekadaya.co.id,,,,,
