Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
33 Capital,https://www.crunchbase.com/organization/33-capital,,"Singapore, Central Region, Singapore",33 Capital specializes in startup advisory and principal investments.,"478,156",Active,2016-01-01,year,,,,,For Profit,https://33-capital.com/,"33 Capital specializes in startup advisory and principal investments. They provide capital, experience, and assistance to portfolio firms in order for them to attain their full potential and create opportunities.",,,,
XcelPay,https://www.crunchbase.com/organization/xcelpay,"Apps, Blockchain, Cryptocurrency, Marketplace, Software","Singapore, Central Region, Singapore","XcelPay is a software company that develops launchpad, wallet app, payment gateway, LFT, and marketplace products.","483,442",Active,2016-01-01,year,,,,,For Profit,https://www.xcelpay.io,,,,,
IFSC Singapore,https://www.crunchbase.com/organization/ifsc-singapore,"Consulting, Information Technology","Bukit Merah, Central Region, Singapore",IFSC Singapore is a technology innovation company providing advanced integrated solutions for the facilities services industry.,"489,198",Active,2016-01-01,year,,,,,For Profit,https://www.ifsc.sg/,,,,,
ChangedEdu,https://www.crunchbase.com/organization/changededu,Education,"Singapore, Central Region, Singapore",ChangedEdu is a platform operating company to roll-up scalable M&A opportunities in the education space.,"491,966",Closed,2016-01-01,year,,,,none,For Profit,http://www.a-star-edu.com,"ChangedEdu is a platform operating company to roll-up scalable M&A opportunities in the education space. It was founded by Brian Rogove, who has more than twenty years of experience in M&A, business development, and operations with a focus on the education sector. He was until 2016 the CEO of Asia Pacific for Cognita Group of Schools. ChangedEdu’s key areas of focus are English Learning, K-12 education, and Enrichment education. Its mission statement is to “Prepare students for a rapidly changing world, through highly personalized learning experiences.”",,,,
VisaGenius,https://www.crunchbase.com/organization/visagenius,"Information Services, Information Technology, Online Portals","Singapore, Central Region, Singapore",VisaGenius is an IT company that provides visa services for individuals and businesses worldwide.,"494,164",Active,2016-01-01,year,,,,,For Profit,https://www.visageniusglobal.com,,,,,
Ksisters,https://www.crunchbase.com/organization/ksisters,"Beauty, E-Commerce, Fashion, Retail, Shopping","Singapore, Central Region, Singapore",Ksisters is an online shopping industry specializing in beauty & cosmetic products and clothing.,"495,357",Active,2016-01-01,year,,,,,For Profit,https://www.ksisters.sg,,,,,
Tribecar,https://www.crunchbase.com/organization/tribecar,"Automotive, Rental","Singapore, Central Region, Singapore",Tribecar is a home-grown community-driven car sharing provider,"504,302",Closed,2016-01-01,year,,,,none,For Profit,https://www.tribecar.com/,"Tribecar redefines the way Singapore commutes through enabling car sharing with the largest network of locations and vehicle types at competitive rates. From as low as $0.50 per hour and over 600+ locations in neighbourhoods around the island, our fleet of vehicles are conveniently parked in heartlands within minutes from the MRT stations. Book and collect your car at any time of the day without the hassles of owning a car! Tribecar is also big on enhancing the mobility experience for its community. Not only do we provide economical cars, motorcycles, and commercial vehicles, Tribecar also provides luxury cars for the community to experience. New to Tribecar? Join our community today and sign up now @ www.tribecar.com",,,,
Tambora Systems,https://www.crunchbase.com/organization/tambora-systems,"Cloud Data Services, Information Technology, Service Industry","Singapore, Central Region, Singapore",Tambora Systems specializes in cloud-based solutions and telecommunications services.,"504,437",Active,2016-01-01,year,,,,,For Profit,https://tamborasystems.com,,,,,
The Maven Co,https://www.crunchbase.com/organization/the-maven-co,"Business Development, Consulting, Marketing","Singapore, Central Region, Singapore","The Maven Co is a business consulting company that offers business development, customer acquisition, and marketing services.","505,181",Active,2016-01-01,year,,,,,For Profit,https://www.themaven.co,,,,,
Senserbot,https://www.crunchbase.com/organization/senserbot,"RFID, Robotics","Bukit Merah, Central Region, Singapore",Senserbot develops innovative and autonomous RFID robots for your business operations.,"508,443",Active,2016-01-01,day,,,,,For Profit,http://www.senserbot.com/,,,,,
Cornflix.TV,https://www.crunchbase.com/organization/cornflix-tv,"Digital Entertainment, TV, Video Streaming","Singapore, Central Region, Singapore",Singapore-based video streaming platform,"510,183",Closed,2016-01-01,year,,,,none,For Profit,https://cornflix.tv,"Featuring hundreds of the top media brands, personalities and YouTube creators on the planet including BBC, CNN, TheEllenShow, Jimmy Kimmel Live, Martha Stewart, FoodTube by Jamie Oliver, BuzzFeed, Pewdiepie, Red Bull TV, College Humor, Adult Swim, Dude Perfect, Top Gear, Epic Meal Time, and tons of other popular favourites.From news and entertainment, to music, sports, food & drink, beauty & fashion, and even a kids section, there’s something for everyone. Cornflix TV is all about positive and wholesome content that entertains, educates and inspires.",Seed,,USD,
YQueue,https://www.crunchbase.com/organization/yqueue,"E-Commerce, Food and Beverage, Mobile Apps, Payments","Singapore, Central Region, Singapore",YQueue is a mobile application for ordering and payment.,"513,339",Active,2016-01-01,year,,,,,For Profit,https://www.yqueue.com.sg,,,,,
12CM Global,https://www.crunchbase.com/organization/12cm-global,,"Singapore, Central Region, Singapore",provides O2O solution to businesses that are looking for an innovative and alternative way of certification and loyalty marketing,"513,396",Active,2016-01-01,year,,,,,For Profit,http://www.12cmglobal.com,,,,,
Move Work Forward,https://www.crunchbase.com/organization/move-work-forward,"Information Services, Software","Bukit Merah, Central Region, Singapore",Move Work Forward provides Atlassian add-ons and services.,"526,664",Active,2016-01-01,day,,,,,For Profit,https://www.moveworkforward.com/,,,,,
Senjō Group,https://www.crunchbase.com/organization/senjo-group,"Financial Services, Mobile Payments, Payments","Singapore, Central Region, Singapore",Senjō Group is a leading privately-held investment company.,"529,068",Active,2016-01-01,year,,,,,For Profit,http://www.senjogroup.com,"Senjō Group is a global payments operator and financial technology investor providing innovative solutions in electronic payments, trade finance and e-commerce.",,,,
TVConal,https://www.crunchbase.com/organization/tvconal,"Analytics, TV","Bedok, East Region, Singapore",TVConal specializes in TV content analytics.,"530,029",Active,2016-01-01,year,,,,,For Profit,http://tvconal.com/,,,,,
Howdy,https://www.crunchbase.com/organization/howdy-a0ce,"Association, Communities, Education, Information Technology, Non Profit","Singapore, Central Region, Singapore","Connect, engage and learn about your community","536,755",Active,2016-01-01,year,,,,,For Profit,https://howdy.co,"Howdy is a platform for hosting your community and seeding meaningful connections and conversations. On Howdy, your members have a dedicated space to engage with your content and build relationships with each other. Howdy also provides valuable data insights to help you learn about your community, drive further engagement and increase loyalty. To find out what Howdy can do for your community, visit https://howdy.co.",,,,
IJK Capital Partners,https://www.crunchbase.com/organization/ijk-capital-partners,"Advice, Financial Services","Singapore, Central Region, Singapore",IJK Capital Partners provides cross-border investment and advisory services.,"541,617",Active,2016-01-01,day,,,,,For Profit,https://www.ijkcapital.com/,,,,,
Traffic Bees,https://www.crunchbase.com/organization/traffic-bees,"Advertising, Content Marketing, SEO, Social Media Marketing, Web Development","Singapore, Central Region, Singapore","Traffic Bees provides website development, search engine optimization, creative content marketing, and social media marketing services.","542,042",Active,2016-01-01,year,,,,,For Profit,https://www.trafficbees.com,"Traffic Bees is a digital marketing agency. They provide website development, search engine optimization, premium content marketing, search engine marketing, social media marketing, branding, and positioning services. They address inquiries through email, and online applications",,,,
Wise Move,https://www.crunchbase.com/organization/wise-move-77c7,"E-Commerce, Marketplace, Transportation","Singapore, Central Region, Singapore",Wise Move is a highly regarded moving company that specializes in moving heavy and bulky items in Singapore.,"545,375",Active,2016-01-01,year,,,,,For Profit,https://www.wisemove.sg,"Wise Move is a highly regarded moving company that specializes in moving heavy and bulky items in Singapore. Our state-of-the-art online platform links customers with reliable moving experts while also providing opportunities for skilled movers. Our emphasis on consistency and convenience ensures that you can rely on us to provide you with a hassle-free moving experience. Make the wise decision and select Wise Move for your next move, where you'll receive hassle-free service and peace of mind.",,,,
